OBJECTID,TypeCode,LandUseTyp,Street,Price,ARPrice,ORPrice
580,NNO,Existing Residential, ,0,0,0
581,NNO,Existing Residential, ,0,0,0
582,NNO,Existing Residential, ,0,0,0
583,NNO,Existing Residential,Lam Van Ben,246.46,0,0
584,NNO,Existing Residential, ,0,0,0
585,NNO,Existing Residential, ,0,0,0
586,NNO,Existing Residential, ,0,0,0
587,NNO,Existing Residential, ,0,0,0
588,NNO,Existing Residential, ,0,0,0
589,NNO,Existing Residential, ,0,0,0
590,NNO,Existing Residential, ,0,0,0
591,NNO,Existing Residential,Vo Van Tan,563.98,0,0
592,NNO,Existing Residential, ,0,0,0
593,NNO,Existing Residential, ,0,0,0
594,NNO,Existing Residential, ,0,0,0
595,NNO,Existing Residential,Lam Van Ben,246.46,0,0
596,NNO,Existing Residential, ,0,0,0
597,NNO,Existing Residential, ,0,0,0
598,NNO,Existing Residential, ,0,0,0
599,NNO,Existing Residential, ,0,0,0
600,NNO,Existing Residential, ,0,0,0
601,NNO,Existing Residential, ,0,0,0
602,NNO,Existing Residential, ,0,0,0
603,NNO,Existing Residential, ,0,0,0
604,NNO,Existing Residential, ,0,0,0
605,NNO,Existing Residential, ,0,0,0
606,NNO,Existing Residential,Huynh Tan Phat,141.31,0,0
607,NNO,Existing Residential,Lam Van Ben,246.46,0,0
608,NNO,Existing Residential, ,0,0,0
609,NNO,Existing Residential, ,0,0,0
610,NNO,Existing Residential,Hoang Trong Mau,38,0,0
611,NNO,Existing Residential, ,0,0,0
612,NNO,Existing Residential,Da Nam,165.99,0,0
613,NNO,Existing Residential, ,0,0,0
614,NNO,Existing Residential, ,0,0,0
615,NNO,Existing Residential, ,0,0,0
616,NNO,Existing Residential, ,0,0,0
617,NNO,Existing Residential, ,0,0,0
618,NNO,Existing Residential,Huynh Tan Phat,141.31,0,0
619,NNO,Existing Residential,Lam Van Ben,246.46,0,0
620,NNO,Existing Residential, ,0,0,0
621,NNO,Existing Residential, ,0,0,0
622,NNO,Existing Residential, ,0,0,0
623,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
624,NNO,Existing Residential,Da Nam,165.99,0,0
625,NNO,Existing Residential, ,0,0,0
626,NNO,Existing Residential, ,0,0,0
627,NNO,Existing Residential, ,0,0,0
628,NNO,Existing Residential, ,0,0,0
629,NNO,Existing Residential, ,0,0,0
630,NNO,Existing Residential, ,0,0,0
631,NNO,Existing Residential, ,0,0,0
632,NNO,Existing Residential, ,0,0,0
633,NNO,Existing Residential, ,0,0,0
634,NNO,Existing Residential, ,0,0,0
635,NNO,Existing Residential, ,0,0,0
636,NNO,Existing Residential, ,0,0,0
637,NNO,Existing Residential, ,0,0,0
638,NNO,Existing Residential, ,0,0,0
639,NNO,Existing Residential,Vo Van Tan,563.98,0,0
640,NNO,Existing Residential, ,0,0,0
641,NNO,Existing Residential, ,0,0,0
642,NNO,Existing Residential, ,0,0,0
643,NNO,Existing Residential, ,0,0,0
644,NNO,Existing Residential, ,0,0,0
645,NNO,Existing Residential, ,0,0,0
646,NNO,Existing Residential,Hoang Trong Mau,38,0,0
647,NNO,Existing Residential, ,0,0,0
648,NNO,Existing Residential, ,0,0,0
649,NNO,Existing Residential, ,0,0,0
650,NNO,Existing Residential, ,0,0,0
651,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
652,NNO,Existing Residential, ,0,0,0
653,NNO,Existing Residential, ,0,0,0
654,NNO,Existing Residential, ,0,0,0
655,NNO,Existing Residential,Huynh Tan Phat,141.31,0,0
656,NNO,Existing Residential, ,0,0,0
657,NNO,Existing Residential, ,0,0,0
658,NNO,Existing Residential, ,0,0,0
659,NNO,Existing Residential,Le Van Luong,140.83,0,0
660,NNO,Existing Residential, ,0,0,0
661,NNO,Existing Residential,Da Nam,165.99,0,0
662,NNO,Existing Residential, ,0,0,0
663,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
664,NNO,Existing Residential, ,0,0,0
665,NNO,Existing Residential, ,0,0,0
666,NNO,Existing Residential, ,0,0,0
667,NNO,Existing Residential,Huynh Tan Phat,141.31,0,0
668,NNO,Existing Residential, ,0,0,0
669,NNO,Existing Residential, ,0,0,0
670,NNO,Existing Residential, ,0,0,0
671,NNO,Existing Residential, ,0,0,0
672,NNO,Existing Residential, ,0,0,0
673,NNO,Existing Residential, ,0,0,0
674,NNO,Existing Residential, ,0,0,0
675,NNO,Existing Residential, ,0,0,0
676,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
677,NNO,Existing Residential, ,0,0,0
678,NNO,Existing Residential, ,0,0,0
679,NNO,Existing Residential, ,0,0,0
680,NNO,Existing Residential, ,0,0,0
681,NNO,Existing Residential, ,0,0,0
682,NNO,Existing Residential, ,0,0,0
683,NNO,Existing Residential, ,0,0,0
684,NNO,Existing Residential, ,0,0,0
685,NNO,Existing Residential, ,0,0,0
686,NNO,Existing Residential, ,0,0,0
687,NNO,Existing Residential, ,0,0,0
688,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
689,NNO,Existing Residential, ,0,0,0
690,NNO,Existing Residential, ,0,0,0
691,NNO,Existing Residential, ,0,0,0
692,NNO,Existing Residential, ,0,0,0
693,NNO,Existing Residential, ,0,0,0
694,NNO,Existing Residential, ,0,0,0
695,NNO,Existing Residential, ,0,0,0
696,NNO,Existing Residential, ,0,0,0
697,NNO,Existing Residential, ,0,0,0
698,NNO,Existing Residential, ,0,0,0
699,NNO,Existing Residential, ,0,0,0
700,NNO,Existing Residential, ,0,0,0
701,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
702,NNO,Existing Residential, ,0,0,0
703,NNO,Existing Residential, ,0,0,0
704,NNO,Existing Residential, ,0,0,0
705,NNO,Existing Residential,Huynh Tan Phat,141.31,0,0
706,NNO,Existing Residential, ,0,0,0
707,NNO,Existing Residential, ,0,0,0
708,NNO,Existing Residential, ,0,0,0
709,NNO,Existing Residential, ,0,0,0
710,NNO,Existing Residential, ,0,0,0
711,NNO,Existing Residential, ,0,0,0
712,NNO,Existing Residential, ,0,0,0
713,NNO,Existing Residential, ,0,0,0
714,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
715,NNO,Existing Residential,Vo Van Tan,563.98,0,0
716,NNO,Existing Residential, ,0,0,0
717,NNO,Existing Residential, ,0,0,0
718,NNO,Existing Residential, ,0,0,0
719,NNO,Existing Residential, ,0,0,0
720,NNO,Existing Residential, ,0,0,0
721,NNO,Existing Residential, ,0,0,0
722,NNO,Existing Residential, ,0,0,0
723,NNO,Existing Residential, ,0,0,0
724,NNO,Existing Residential,Da Nam,165.99,0,0
725,NNO,Existing Residential, ,0,0,0
726,NNO,Existing Residential, ,0,0,0
727,NNO,Existing Residential, ,0,0,0
728,NNO,Existing Residential, ,0,0,0
729,NNO,Existing Residential, ,0,0,0
730,NNO,Existing Residential, ,0,0,0
731,NNO,Existing Residential, ,0,0,0
732,NNO,Existing Residential, ,0,0,0
733,NNO,Existing Residential, ,0,0,0
734,NNO,Existing Residential, ,0,0,0
735,NNO,Existing Residential, ,0,0,0
736,NNO,Existing Residential, ,0,0,0
737,NNO,Existing Residential, ,0,0,0
738,NNO,Existing Residential, ,0,0,0
739,NNO,Existing Residential, ,0,0,0
740,NNO,Existing Residential, ,0,0,0
741,NNO,Existing Residential, ,0,0,0
742,NNO,Existing Residential, ,0,0,0
743,NNO,Existing Residential, ,0,0,0
744,NNO,Existing Residential, ,0,0,0
745,NNO,Existing Residential, ,0,0,0
746,NNO,Existing Residential, ,0,0,0
747,NNO,Existing Residential, ,0,0,0
748,GD,Tuoi Tho B  Kindergarten, ,0,0,0
749,NNO,Existing Residential, ,0,0,0
750,NNO,Existing Residential, ,0,0,0
751,NNO,Existing Residential, ,0,0,0
752,NNO,Existing Residential, ,0,0,0
753,NNO,Existing Residential, ,0,0,0
754,NNO,Existing Residential, ,0,0,0
755,NNO,Existing Residential, ,0,0,0
756,NNO,Existing Residential, ,0,0,0
757,NNO,Existing Residential, ,0,0,0
758,NNO,Existing Residential, ,0,0,0
759,NNO,Existing Residential, ,0,0,0
760,NNO,Existing Residential, ,0,0,0
761,NNO,Existing Residential, ,0,0,0
762,NNO,Existing Residential, ,0,0,0
763,NNO,Existing Residential, ,0,0,0
764,NNO,Existing Residential, ,0,0,0
765,NNO,Existing Residential, ,0,0,0
766,NNO,Existing Residential, ,0,0,0
767,NNO,Existing Residential, ,0,0,0
768,NNO,Existing Residential, ,0,0,0
769,NNO,Existing Residential, ,0,0,0
770,NNO,Existing Residential,Huynh Tan Phat,141.31,0,0
771,NNO,Existing Residential, ,0,0,0
772,NNO,Existing Residential, ,0,0,0
773,NNO,Existing Residential, ,0,0,0
774,NNO,Existing Residential, ,0,0,0
775,NNO,Existing Residential, ,0,0,0
776,NNO,Existing Residential, ,0,0,0
777,NNO,Existing Residential, ,0,0,0
778,NNO,Existing Residential, ,0,0,0
779,NNO,Existing Residential, ,0,0,0
780,NNO,Existing Residential, ,0,0,0
781,NNO,Existing Residential, ,0,0,0
782,NNO,Existing Residential, ,0,0,0
783,NNO,Existing Residential, ,0,0,0
784,NNO,Existing Residential, ,0,0,0
785,NNO,Existing Residential, ,0,0,0
786,NNO,Existing Residential, ,0,0,0
787,NNO,Existing Residential, ,0,0,0
788,NNO,Existing Residential, ,0,0,0
789,NNO,Existing Residential, ,0,0,0
790,NNO,Existing Residential, ,0,0,0
791,NNO,Existing Residential, ,0,0,0
792,NNO,Existing Residential, ,0,0,0
793,NNO,Existing Residential, ,0,0,0
794,NNO,Existing Residential, ,0,0,0
795,NNO,Existing Residential, ,0,0,0
796,NNO,Existing Residential, ,0,0,0
797,NNO,Existing Residential, ,0,0,0
798,NNO,Existing Residential, ,0,0,0
799,NNO,Existing Residential, ,0,0,0
800,NNO,Existing Residential, ,0,0,0
801,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
802,NNO,Existing Residential, ,0,0,0
803,NNO,Existing Residential, ,0,0,0
804,NNO,Existing Residential, ,0,0,0
805,NNO,Existing Residential, ,0,0,0
806,NNO,Existing Residential,Vo Van Tan,563.98,0,0
807,NNO,Existing Residential, ,0,0,0
808,NNO,Existing Residential, ,0,0,0
809,NNO,Existing Residential, ,0,0,0
810,NNO,Existing Residential, ,0,0,0
811,NNO,Existing Residential, ,0,0,0
812,NNO,Existing Residential, ,0,0,0
813,NNO,Existing Residential, ,0,0,0
814,NNO,Existing Residential, ,0,0,0
815,NNO,Existing Residential, ,0,0,0
816,NNO,Existing Residential, ,0,0,0
817,NNO,Existing Residential, ,0,0,0
818,NNO,Existing Residential, ,0,0,0
819,NNO,Existing Residential, ,0,0,0
820,NNO,Existing Residential, ,0,0,0
821,NNO,Existing Residential, ,0,0,0
822,NNO,Existing Residential, ,0,0,0
823,NNO,Existing Residential, ,0,0,0
824,NNO,Existing Residential, ,0,0,0
825,NNO,Existing Residential, ,0,0,0
826,NNO,Existing Residential, ,0,0,0
827,NNO,Existing Residential,Le Van Luong,140.83,0,0
828,NNO,Existing Residential, ,0,0,0
829,NNO,Existing Residential, ,0,0,0
830,NNO,Existing Residential, ,0,0,0
831,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
832,NNO,Existing Residential, ,0,0,0
833,NNO,Existing Residential, ,0,0,0
834,NNO,Existing Residential, ,0,0,0
835,NNO,Existing Residential, ,0,0,0
836,NNO,Existing Residential, ,0,0,0
837,NNO,Existing Residential, ,0,0,0
838,NNO,Existing Residential, ,0,0,0
839,NNO,Existing Residential, ,0,0,0
840,NNO,Existing Residential, ,0,0,0
841,NNO,Existing Residential, ,0,0,0
842,NNO,Existing Residential, ,0,0,0
843,NNO,Existing Residential, ,0,0,0
844,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
845,NNO,Existing Residential, ,0,0,0
846,NNO,Existing Residential, ,0,0,0
847,NNO,Existing Residential, ,0,0,0
848,NNO,Existing Residential, ,0,0,0
849,NNO,Existing Residential, ,0,0,0
850,NNO,Existing Residential, ,0,0,0
851,NNO,Existing Residential, ,0,0,0
852,NNO,Existing Residential, ,0,0,0
853,NNO,Existing Residential, ,0,0,0
854,NNO,Existing Residential, ,0,0,0
855,NNO,Existing Residential, ,0,0,0
856,NNO,Existing Residential, ,0,0,0
857,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
858,NNO,Existing Residential, ,0,0,0
859,NNO,Existing Residential, ,0,0,0
860,NNO,Existing Residential, ,0,0,0
861,NNO,Existing Residential, ,0,0,0
862,NNO,Existing Residential, ,0,0,0
863,NNO,Existing Residential, ,0,0,0
864,NNO,Existing Residential, ,0,0,0
865,NNO,Existing Residential, ,0,0,0
866,NNO,Existing Residential, ,0,0,0
867,NNO,Existing Residential, ,0,0,0
868,NNO,Existing Residential, ,0,0,0
869,NNO,Existing Residential, ,0,0,0
870,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
871,NNO,Existing Residential,Vo Van Tan,563.98,0,0
872,NNO,Existing Residential, ,0,0,0
873,NNO,Existing Residential, ,0,0,0
874,NNO,Existing Residential, ,0,0,0
875,NNO,Existing Residential, ,0,0,0
876,NNO,Existing Residential, ,0,0,0
877,NNO,Existing Residential, ,0,0,0
878,NNO,Existing Residential,Nguyen Huu Tho,140,0,0
879,NNO,Existing Residential, ,0,0,0
880,NNO,Existing Residential, ,0,0,0
881,NNO,Existing Residential, ,0,0,0
882,NNO,Existing Residential, ,0,0,0
883,GD,Educational, ,0,0,0
884,NNO,Existing Residential, ,0,0,0
885,NNO,Existing Residential, ,0,0,0
886,NNO,Existing Residential, ,0,0,0
887,NNO,Existing Residential, ,0,0,0
888,NNO,Existing Residential, ,0,0,0
889,NNO,Existing Residential, ,0,0,0
890,NNO,Existing Residential, ,0,0,0
891,NNO,Existing Residential, ,0,0,0
892,NNO,Existing Residential, ,0,0,0
893,NNO,Existing Residential, ,0,0,0
894,NNO,Existing Residential, ,0,0,0
895,NNO,Existing Residential, ,0,0,0
896,GD,Educational, ,0,0,0
897,NNO,Existing Residential, ,0,0,0
898,NNO,Existing Residential, ,0,0,0
899,NNO,Existing Residential, ,0,0,0
900,NNO,Existing Residential, ,0,0,0
901,NNO,Existing Residential, ,0,0,0
902,NNO,Existing Residential, ,0,0,0
903,NNO,Existing Residential, ,0,0,0
904,NNO,Existing Residential, ,0,0,0
905,NNO,Existing Residential, ,0,0,0
906,NNO,Existing Residential, ,0,0,0
907,NNO,Existing Residential, ,0,0,0
908,NNO,Existing Residential, ,0,0,0
909,NNO,Existing Residential, ,0,0,0
910,NNO,Existing Residential, ,0,0,0
911,NNO,Existing Residential, ,0,0,0
912,NNO,Existing Residential, ,0,0,0
913,NNO,Existing Residential, ,0,0,0
914,NNO,Existing Residential, ,0,0,0
915,NNO,Existing Residential, ,0,0,0
916,NNO,Existing Residential, ,0,0,0
917,NNO,Existing Residential, ,0,0,0
918,NNO,Existing Residential, ,0,0,0
919,NNO,Existing Residential, ,0,0,0
920,NNO,Existing Residential, ,0,0,0
921,NNO,Existing Residential, ,0,0,0
922,NNO,Existing Residential,Vo Van Tan,563.98,0,0
923,NNO,Existing Residential, ,0,0,0
924,NNO,Existing Residential, ,0,0,0
925,NNO,Existing Residential, ,0,0,0
926,NNO,Existing Residential,Lam Van Ben,246.46,0,0
927,NNO,Existing Residential, ,0,0,0
928,NNO,Existing Residential, ,0,0,0
929,NNO,Existing Residential, ,0,0,0
930,NNO,Existing Residential, ,0,0,0
931,NNO,Existing Residential, ,0,0,0
932,NNO,Existing Residential, ,0,0,0
933,NNO,Existing Residential, ,0,0,0
934,NNO,Existing Residential, ,0,0,0
935,NNO,Existing Residential, ,0,0,0
936,NNO,Existing Residential, ,0,0,0
937,NNO,Existing Residential, ,0,0,0
938,NNO,Existing Residential, ,0,0,0
939,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
940,NNO,Existing Residential, ,0,0,0
941,NNO,Existing Residential,Le Van Luong,140.83,0,0
942,NNO,Existing Residential, ,0,0,0
943,NNO,Existing Residential,Nguyen Huu Tho,140,0,0
944,NNO,Existing Residential, ,0,0,0
945,NNO,Existing Residential, ,0,0,0
946,NNO,Existing Residential, ,0,0,0
947,NNO,Existing Residential, ,0,0,0
948,NNO,Existing Residential, ,0,0,0
949,NNO,Existing Residential, ,0,0,0
950,NNO,Existing Residential, ,0,0,0
951,NNO,Existing Residential, ,0,0,0
952,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
953,NNO,Existing Residential, ,0,0,0
954,NNO,Existing Residential, ,0,0,0
955,NNO,Existing Residential, ,0,0,0
956,NNO,Existing Residential, ,0,0,0
957,NNO,Existing Residential, ,0,0,0
958,NNO,Existing Residential, ,0,0,0
959,NNO,Existing Residential, ,0,0,0
960,NNO,Existing Residential,Lam Van Ben,246.46,0,0
961,NNO,Existing Residential, ,0,0,0
962,NNO,Existing Residential, ,0,0,0
963,NNO,Existing Residential, ,0,0,0
964,NNO,Existing Residential, ,0,0,0
965,NNO,Existing Residential, ,0,0,0
966,NNO,Existing Residential, ,0,0,0
967,NNO,Existing Residential, ,0,0,0
968,NNO,Existing Residential, ,0,0,0
969,NNO,Existing Residential, ,0,0,0
970,NNO,Existing Residential, ,0,0,0
971,NNO,Existing Residential, ,0,0,0
972,NNO,Existing Residential, ,0,0,0
973,NNO,Existing Residential, ,0,0,0
974,NNO,Existing Residential, ,0,0,0
975,NNO,Existing Residential, ,0,0,0
976,NNO,Existing Residential, ,0,0,0
977,NNO,Existing Residential, ,0,0,0
978,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
979,NNO,Existing Residential, ,0,0,0
980,NNO,Existing Residential, ,0,0,0
981,NNO,Existing Residential,Hoang Trong Mau,38,0,0
982,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
983,CQCT,Office, ,0,0,0
984,NNO,Existing Residential, ,0,0,0
985,NNO,Existing Residential, ,0,0,0
986,NNO,Existing Residential,Lam Van Ben,246.46,0,0
987,NNO,Existing Residential, ,0,0,0
988,NNO,Existing Residential, ,0,0,0
989,NNO,Existing Residential, ,0,0,0
990,NNO,Existing Residential, ,0,0,0
991,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
992,NNO,Existing Residential, ,0,0,0
993,NNO,Existing Residential, ,0,0,0
994,NNO,Existing Residential, ,0,0,0
995,NNO,Existing Residential, ,0,0,0
996,CQCT,Office, ,0,0,0
997,NNO,Existing Residential, ,0,0,0
998,NNO,Existing Residential, ,0,0,0
999,NNO,Existing Residential, ,0,0,0
1000,NNO,Existing Residential, ,0,0,0
1001,NNO,Existing Residential, ,0,0,0
1002,NNO,Existing Residential, ,0,0,0
1003,NNO,Existing Residential, ,0,0,0
1004,NNO,Existing Residential, ,0,0,0
1005,NNO,Existing Residential, ,0,0,0
1006,NNO,Existing Residential, ,0,0,0
1007,NNO,Existing Residential, ,0,0,0
1008,NNO,Existing Residential, ,0,0,0
1009,NNO,Existing Residential,Da Nam,165.99,0,0
1010,NNO,Existing Residential, ,0,0,0
1011,NNO,Existing Residential, ,0,0,0
1012,NNO,Existing Residential, ,0,0,0
1013,NNO,Existing Residential, ,0,0,0
1014,NNO,Existing Residential, ,0,0,0
1015,NNO,Existing Residential, ,0,0,0
1016,NNO,Existing Residential, ,0,0,0
1017,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
1018,NNO,Existing Residential,Le Van Luong,140.83,0,0
1019,NNO,Existing Residential, ,0,0,0
1020,NNO,Existing Residential, ,0,0,0
1021,NNO,Existing Residential, ,0,0,0
1022,NNO,Existing Residential,Pham The Hien,110.52,0,0
1023,NNO,Existing Residential, ,0,0,0
1024,NNO,Existing Residential,Lam Van Ben,246.46,0,0
1025,NNO,Existing Residential,Vo Van Tan,563.98,0,0
1026,NNO,Existing Residential, ,0,0,0
1027,NNO,Existing Residential, ,0,0,0
1028,NNO,Existing Residential, ,0,0,0
1029,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
1030,NNO,Existing Residential, ,0,0,0
1031,NNO,Existing Residential,Nguyen Huu Tho,140,0,0
1032,NNO,Existing Residential, ,0,0,0
1033,NNO,Existing Residential, ,0,0,0
1034,NNO,Existing Residential,Pham The Hien,110.52,0,0
1035,NNO,Existing Residential, ,0,0,0
1036,NNO,Existing Residential, ,0,0,0
1037,NNO,Existing Residential,Lam Van Ben,246.46,0,0
1038,NNO,Existing Residential, ,0,0,0
1039,NNO,Existing Residential, ,0,0,0
1040,NNO,Existing Residential, ,0,0,0
1041,NNO,Existing Residential, ,0,0,0
1042,NNO,Existing Residential, ,0,0,0
1043,NNO,Existing Residential,Le Van Luong,140.83,0,0
1044,NNO,Existing Residential, ,0,0,0
1045,NNO,Existing Residential, ,0,0,0
1046,NNO,Existing Residential, ,0,0,0
1047,NNO,Existing Residential,Pham The Hien,110.52,0,0
1048,NNO,Existing Residential, ,0,0,0
1049,NNO,Existing Residential,Lam Van Ben,246.46,0,0
1050,NNO,Existing Residential,Vo Van Tan,563.98,0,0
1051,NNO,Existing Residential, ,0,0,0
1052,NNO,Existing Residential, ,0,0,0
1053,NNO,Existing Residential, ,0,0,0
1054,NNO,Existing Residential,Le Van Luong,140.83,0,0
1055,NNO,Existing Residential, ,0,0,0
1056,NNO,Existing Residential, ,0,0,0
1057,NNO,Existing Residential, ,0,0,0
1058,NNO,Existing Residential,Pham The Hien,110.52,0,0
1059,NNO,Existing Residential, ,0,0,0
1060,NNO,Existing Residential, ,0,0,0
1061,NNO,Existing Residential,Lam Van Ben,246.46,0,0
1062,NNO,Existing Residential, ,0,0,0
1063,NNO,Existing Residential, ,0,0,0
1064,NNO,Existing Residential, ,0,0,0
1065,NNO,Existing Residential, ,0,0,0
1066,NNO,Existing Residential,Lam Van Ben,246.46,0,0
1067,NNO,Existing Residential,Le Van Luong,140.83,0,0
1068,NNO,Existing Residential, ,0,0,0
1069,NNO,Existing Residential, ,0,0,0
1070,NNO,Existing Residential, ,0,0,0
1071,NNO,Existing Residential,Pham The Hien,110.52,0,0
1072,NNO,Existing Residential, ,0,0,0
1073,NNO,Existing Residential, ,0,0,0
1074,NNO,Existing Residential,Lam Van Ben,246.46,0,0
1075,NNO,Existing Residential,Vo Van Tan,563.98,0,0
1076,NNO,Existing Residential, ,0,0,0
1077,NNO,Existing Residential, ,0,0,0
1078,NNO,Existing Residential, ,0,0,0
1079,NNO,Existing Residential,Tran Xuan Soan,149.05,0,0
1080,NNO,Existing Residential, ,0,0,0
1081,NNO,Existing Residential, ,0,0,0
1082,NNO,Existing Residential, ,0,0,0
1083,NNO,Existing Residential, ,0,0,0
1084,NNO,Existing Residential,Pham The Hien,110.52,0,0
